Election_Year,Region,Ethnic_Group,Language,Education_Level,Population_Density,GDP_per_Capita,Candidate_Origin_Region,Voted_For,Election_Winner_Party
2014,Northern,Ngonde,English,Primary,162,415,Central,UDF,DPP
2014,Central,Sena,English,Primary,190,629,Central,DPP,DPP
2014,Central,Lomwe,Chichewa,Primary,211,419,Central,MCP,DPP
2014,Southern,Ngoni,Chichewa,Primary,372,830,Central,DPP,DPP
2014,Southern,Tumbuka,Chichewa,Primary,370,566,Central,MCP,DPP
2014,Central,Lomwe,Chichewa,Primary,224,828,Central,MCP,DPP
2014,Central,Ngonde,Chichewa,No formal,59,728,Southern,DPP,DPP
2014,Central,Lomwe,Chichewa,Secondary,192,889,Southern,MCP,DPP
2014,Central,Tumbuka,Chichewa,Primary,216,766,Northern,DPP,DPP
2014,Northern,Lomwe,Chitumbuka,Primary,178,429,Southern,Independent,DPP
2014,Central,Yao,Chichewa,Primary,159,870,Northern,MCP,DPP
2014,Southern,Nyanja,English,Tertiary,464,782,Southern,DPP,DPP
2014,Northern,Ngoni,Chitumbuka,Secondary,60,545,Southern,DPP,DPP
2014,Southern,Ngoni,Chilomwe,Tertiary,314,571,Central,DPP,DPP
2014,Southern,Chewa,Chilomwe,Secondary,349,961,Central,DPP,DPP
2014,Central,Tumbuka,Chichewa,Primary,178,449,Central,UDF,DPP
2014,Central,Yao,Chiyao,Primary,275,519,Northern,UDF,DPP
2014,Northern,Tonga,English,Secondary,159,485,Northern,DPP,DPP
2014,Southern,Yao,English,Secondary,200,458,Central,Independent,DPP
2014,Northern,Ngoni,Chitumbuka,Primary,151,640,Central,Other,DPP
2014,Southern,Tumbuka,Chichewa,Primary,314,615,Southern,DPP,DPP
2014,Northern,Nyanja,English,Primary,141,498,Central,PP,DPP
2014,Central,Tumbuka,Chichewa,Primary,288,739,Central,DPP,DPP
2014,Central,Ngoni,Chichewa,Secondary,177,836,Central,Other,DPP
2014,Central,Ngoni,Chichewa,Primary,234,804,Northern,DPP,DPP
2014,Southern,Ngoni,Chilomwe,Primary,299,1044,Central,UDF,DPP
2014,Central,Chewa,Chichewa,Primary,196,214,Southern,DPP,DPP
2014,Northern,Tonga,Chitumbuka,No formal,128,434,Northern,PP,DPP
2014,Central,Sena,Chichewa,No formal,170,759,Southern,MCP,DPP
2014,Central,Nyanja,English,Primary,268,606,Northern,PP,DPP
2014,Central,Yao,Chichewa,Tertiary,442,818,Central,DPP,DPP
2014,Central,Lomwe,Chichewa,Primary,164,654,Central,PP,DPP
2014,Southern,Lambya/Nyiha,Chilomwe,Primary,192,494,Central,DPP,DPP
2014,Central,Tonga,Chichewa,Secondary,170,497,Central,UDF,DPP
2014,Central,Nyanja,Chichewa,Tertiary,210,922,Central,Other,DPP
2014,Central,Sena,Chichewa,Primary,100,428,Central,DPP,DPP
2014,Southern,Yao,Chilomwe,Tertiary,309,698,Central,DPP,DPP
2014,Central,Ngoni,Chichewa,Secondary,200,405,Central,DPP,DPP
2014,Central,Lomwe,Chichewa,Primary,75,979,Northern,UDF,DPP
2014,Central,Lomwe,Chiyao,Primary,154,466,Northern,UDF,DPP
2014,Southern,Yao,Chilomwe,Tertiary,410,989,Southern,DPP,DPP
2014,Central,Chewa,Chichewa,Secondary,242,578,Southern,Independent,DPP
2014,Southern,Sena,Chilomwe,Secondary,311,420,Central,Independent,DPP
2014,Central,Nyanja,Chichewa,Tertiary,191,506,Central,Independent,DPP
2014,Southern,Chewa,Chichewa,Primary,202,508,Southern,DPP,DPP
2014,Southern,Tonga,Chilomwe,Secondary,209,1054,Central,DPP,DPP
2014,Southern,Ngoni,Chichewa,Tertiary,302,717,Southern,MCP,DPP
2014,Central,Tumbuka,Chichewa,Primary,160,569,Northern,DPP,DPP
2014,Central,Yao,Chichewa,No formal,207,523,Central,MCP,DPP
2014,Northern,Lomwe,Chichewa,Secondary,98,356,Southern,Other,DPP
2014,Central,Ngoni,English,Primary,311,750,Northern,MCP,DPP
2014,Central,Sena,Chichewa,Tertiary,303,903,Northern,MCP,DPP
2014,Northern,Lambya/Nyiha,Chichewa,Secondary,141,387,Southern,DPP,DPP
2014,Southern,Yao,English,Primary,436,1169,Northern,DPP,DPP
2014,Southern,Sena,English,Secondary,340,773,Central,DPP,DPP
2014,Northern,Ngonde,Chichewa,Primary,159,424,Central,DPP,DPP
2014,Southern,Lambya/Nyiha,Chilomwe,Secondary,393,926,Central,DPP,DPP
2014,Central,Tonga,Chichewa,Primary,264,735,Central,DPP,DPP
2014,Southern,Chewa,Chilomwe,Primary,357,440,Central,Other,DPP
2014,Southern,Tumbuka,Chilomwe,Secondary,365,664,Southern,DPP,DPP
2014,Central,Sena,Chichewa,No formal,137,249,Central,Other,DPP
2014,Southern,Lambya/Nyiha,Chichewa,Primary,370,361,Southern,DPP,DPP
2014,Northern,Chewa,Chitumbuka,Tertiary,114,479,Southern,UDF,DPP
2014,Central,Yao,Chichewa,Tertiary,195,578,Northern,MCP,DPP
2014,Central,Lomwe,Chichewa,Primary,269,676,Southern,MCP,DPP
2014,Central,Ngonde,Chichewa,Primary,275,659,Central,MCP,DPP
2014,Northern,Lomwe,English,Primary,20,616,Central,Independent,DPP
2014,Central,Sena,Chichewa,Primary,210,810,Southern,DPP,DPP
2014,Southern,Chewa,Chilomwe,Primary,99,945,Northern,MCP,DPP
2014,Southern,Chewa,Chilomwe,Primary,418,855,Northern,UDF,DPP
2014,Northern,Tumbuka,Chitumbuka,Secondary,99,162,Central,UDF,DPP
2014,Central,Yao,English,Secondary,258,500,Southern,Independent,DPP
2014,Northern,Lambya/Nyiha,Chitumbuka,Secondary,80,453,Southern,Independent,DPP
2014,Northern,Lomwe,Chitumbuka,Primary,163,500,Central,PP,DPP
2014,Southern,Lambya/Nyiha,Chichewa,Secondary,432,1006,Southern,Independent,DPP
2014,Northern,Nyanja,Chitumbuka,Secondary,195,496,Southern,DPP,DPP
2014,Northern,Lambya/Nyiha,Chitumbuka,Primary,253,396,Southern,Other,DPP
2014,Southern,Ngoni,English,Secondary,237,1006,Central,DPP,DPP
2014,Southern,Nyanja,Chilomwe,Primary,412,824,Southern,Other,DPP
2014,Central,Lambya/Nyiha,Chiyao,Secondary,268,864,Central,MCP,DPP
2014,Northern,Ngoni,Chichewa,Primary,141,259,Central,PP,DPP
2014,Central,Tonga,Chichewa,Secondary,308,654,Southern,DPP,DPP
2014,Central,Ngoni,Chichewa,No formal,219,603,Central,MCP,DPP
2014,Northern,Chewa,Chichewa,Secondary,188,386,Central,DPP,DPP
2014,Central,Nyanja,Chichewa,Tertiary,354,546,Southern,MCP,DPP
2014,Northern,Tonga,Chichewa,No formal,172,464,Central,DPP,DPP
2014,Northern,Lambya/Nyiha,Chichewa,Secondary,181,299,Southern,Independent,DPP
2014,Northern,Tonga,Chitumbuka,Secondary,91,223,Southern,Other,DPP
2014,Northern,Yao,Chitumbuka,Tertiary,226,538,Central,MCP,DPP
2014,Central,Yao,Chichewa,Secondary,283,939,Southern,MCP,DPP
2014,Northern,Tumbuka,Chitumbuka,Primary,208,526,Southern,UDF,DPP
2014,Northern,Chewa,Chitumbuka,Secondary,56,651,Southern,Other,DPP
2014,Southern,Nyanja,Chilomwe,Primary,235,528,Central,DPP,DPP
2014,Central,Chewa,Chichewa,Secondary,174,459,Northern,MCP,DPP
2014,Southern,Chewa,Chichewa,Primary,397,977,Central,DPP,DPP
2014,Northern,Nyanja,Chitumbuka,Primary,175,289,Central,Independent,DPP
2014,Central,Lomwe,Chichewa,Secondary,254,608,Northern,DPP,DPP
2014,Southern,Ngonde,Chichewa,Primary,315,1033,Central,PP,DPP
2014,Central,Tumbuka,Chichewa,Primary,194,968,Central,MCP,DPP
2014,Central,Ngoni,Chichewa,Primary,264,712,Northern,DPP,DPP
2014,Southern,Chewa,Chilomwe,No formal,239,897,Northern,MCP,DPP
2014,Central,Nyanja,Chichewa,Primary,119,578,Southern,MCP,DPP
2014,Central,Tumbuka,Chichewa,Primary,207,431,Central,MCP,DPP
2014,Southern,Yao,Chilomwe,Secondary,215,724,Southern,DPP,DPP
2014,Central,Ngonde,English,Primary,134,784,Central,DPP,DPP
2014,Northern,Lomwe,Chitumbuka,Primary,180,272,Southern,DPP,DPP
2014,Southern,Ngonde,Chichewa,Secondary,460,922,Central,DPP,DPP
2014,Southern,Sena,Chichewa,Secondary,281,829,Central,Independent,DPP
2014,Southern,Yao,Chilomwe,Tertiary,163,681,Southern,MCP,DPP
2014,Northern,Tonga,Chitumbuka,Secondary,121,303,Southern,DPP,DPP
2014,Central,Ngonde,Chichewa,Secondary,164,781,Northern,UDF,DPP
2014,Northern,Yao,Chitumbuka,Secondary,118,616,Central,DPP,DPP
2014,Southern,Nyanja,Chilomwe,Primary,328,536,Central,DPP,DPP
2014,Northern,Lomwe,Chitumbuka,Primary,124,567,Central,DPP,DPP
2014,Southern,Tumbuka,Chichewa,Primary,326,733,Central,Independent,DPP
2014,Central,Ngonde,Chichewa,Primary,224,920,Southern,Independent,DPP
2014,Northern,Yao,Chitumbuka,No formal,197,700,Southern,Other,DPP
2014,Central,Lambya/Nyiha,Chichewa,Secondary,207,873,Southern,DPP,DPP
2014,Central,Sena,Chichewa,Secondary,309,428,Central,UDF,DPP
2014,Central,Tumbuka,Chichewa,Primary,160,599,Northern,Other,DPP
2014,Northern,Ngoni,Chitumbuka,No formal,208,298,Central,DPP,DPP
2014,Northern,Ngoni,Chitumbuka,Primary,146,477,Central,UDF,DPP
2014,Central,Lambya/Nyiha,Chichewa,Secondary,180,795,Central,Independent,DPP
2014,Central,Tonga,Chichewa,Primary,249,675,Northern,MCP,DPP
2014,Northern,Tumbuka,Chichewa,Secondary,20,675,Northern,DPP,DPP
2014,Northern,Nyanja,Chitumbuka,Secondary,73,328,Central,Independent,DPP
2014,Central,Lomwe,Chichewa,Tertiary,228,626,Northern,DPP,DPP
2014,Central,Lambya/Nyiha,Chichewa,Primary,315,597,Central,UDF,DPP
2014,Northern,Yao,Chitumbuka,Primary,105,214,Northern,PP,DPP
2014,Northern,Sena,Chitumbuka,Primary,150,538,Central,DPP,DPP
2014,Northern,Chewa,Chitumbuka,Tertiary,156,253,Northern,DPP,DPP
2014,Central,Lomwe,Chichewa,Tertiary,220,871,Southern,DPP,DPP
2014,Southern,Yao,Chilomwe,Secondary,286,1121,Northern,DPP,DPP
2014,Central,Yao,Chichewa,Secondary,278,742,Central,MCP,DPP
2014,Northern,Ngoni,Chitumbuka,Tertiary,208,158,Northern,PP,DPP
2014,Southern,Nyanja,Chichewa,Primary,390,1229,Central,DPP,DPP
2014,Northern,Tumbuka,Chitumbuka,Primary,146,648,Central,DPP,DPP
2014,Central,Chewa,Chichewa,Secondary,273,282,Central,DPP,DPP
2014,Northern,Tonga,Chitumbuka,Secondary,45,601,Southern,UDF,DPP
2014,Northern,Lambya/Nyiha,English,Primary,68,542,Northern,DPP,DPP
2014,Central,Lomwe,Chichewa,Secondary,309,673,Central,UDF,DPP
2014,Northern,Lambya/Nyiha,Chitumbuka,No formal,20,534,Southern,DPP,DPP
2014,Southern,Ngoni,Chichewa,Primary,418,740,Central,DPP,DPP
2014,Northern,Nyanja,English,Tertiary,118,498,Southern,PP,DPP
2014,Southern,Nyanja,Chichewa,Primary,314,765,Central,DPP,DPP
2014,Central,Nyanja,Chichewa,Primary,174,573,Northern,Other,DPP
2014,Northern,Yao,Chitumbuka,Primary,198,439,Northern,UDF,DPP
2014,Southern,Lomwe,Chichewa,No formal,265,774,Central,MCP,DPP
2014,Central,Lambya/Nyiha,Chichewa,Primary,214,760,Central,Other,DPP
2014,Northern,Sena,English,Primary,166,800,Central,DPP,DPP
2014,Central,Sena,Chichewa,Secondary,180,402,Southern,DPP,DPP
2014,Central,Ngonde,Chichewa,Secondary,248,685,Northern,Independent,DPP
2014,Southern,Tumbuka,Chilomwe,Primary,280,1038,Central,MCP,DPP
2014,Southern,Ngonde,Chichewa,Primary,292,946,Central,DPP,DPP
2014,Southern,Lomwe,Chilomwe,Primary,424,1018,Northern,DPP,DPP
2014,Southern,Lambya/Nyiha,Chilomwe,Primary,234,623,Southern,Independent,DPP
2019,Central,Tumbuka,Chichewa,No formal,80,816,Central,MCP,MCP
2019,Northern,Ngonde,Chitumbuka,Secondary,212,457,Southern,Mbakwaku,MCP
2019,Southern,Ngonde,English,Primary,356,850,Southern,PETRA,MCP
2019,Southern,Ngoni,Chilomwe,Tertiary,295,471,Central,MCP,MCP
2019,Northern,Nyanja,English,Primary,20,650,Central,MCP,MCP
2019,Central,Nyanja,Chichewa,Secondary,373,803,Central,Independent,MCP
2019,Central,Tonga,Chichewa,Primary,292,252,Central,MCP,MCP
2019,Southern,Ngoni,Chichewa,Secondary,343,688,Central,DPP,MCP
2019,Central,Nyanja,Chichewa,Secondary,262,682,Northern,MCP,MCP
2019,Northern,Tonga,English,Primary,97,608,Northern,MCP,MCP
2019,Central,Nyanja,Chichewa,Primary,270,611,Northern,Other,MCP
2019,Central,Chewa,Chichewa,Primary,193,752,Central,Other,MCP
2019,Southern,Ngonde,Chilomwe,Primary,231,867,Central,MCP,MCP
2019,Southern,Tumbuka,Chichewa,Primary,283,800,Southern,Independent,MCP
2019,Central,Chewa,Chichewa,Primary,144,771,Central,DPP,MCP
2019,Central,Tumbuka,Chichewa,Secondary,303,558,Central,Mbakwaku,MCP
2019,Central,Lomwe,English,Primary,216,560,Northern,UTM,MCP
2019,Central,Ngoni,Chiyao,Primary,228,806,Southern,MCP,MCP
2019,Southern,Ngoni,English,Primary,300,496,Central,Mbakwaku,MCP
2019,Central,Chewa,Chichewa,Primary,217,1006,Southern,MCP,MCP
2019,Central,Ngoni,English,No formal,107,954,Central,MCP,MCP
2019,Central,Tonga,Chichewa,Primary,233,812,Southern,MCP,MCP
2019,Central,Chewa,Chichewa,Primary,109,573,Southern,MCP,MCP
2019,Central,Lambya/Nyiha,Chichewa,No formal,298,472,Southern,Other,MCP
2019,Central,Tumbuka,Chichewa,Primary,287,821,Southern,Independent,MCP
2019,Central,Sena,Chichewa,No formal,256,752,Southern,Mbakwaku,MCP
2019,Southern,Lomwe,Chilomwe,Primary,286,1239,Central,DPP,MCP
2019,Northern,Lambya/Nyiha,Chitumbuka,Secondary,176,377,Central,MCP,MCP
2019,Northern,Tonga,English,Secondary,97,555,Central,PETRA,MCP
2019,Northern,Tumbuka,Chitumbuka,Primary,170,370,Northern,Mbakwaku,MCP
2019,Central,Yao,English,No formal,256,748,Northern,MCP,MCP
2019,Northern,Chewa,Chitumbuka,Secondary,113,497,Central,Independent,MCP
2019,Southern,Tumbuka,English,Secondary,419,1075,Central,MCP,MCP
2019,Southern,Nyanja,Chilomwe,Secondary,208,599,Central,PETRA,MCP
2019,Central,Sena,Chichewa,No formal,290,617,Central,Other,MCP
2019,Southern,Yao,English,No formal,320,856,Southern,MCP,MCP
2019,Southern,Yao,Chilomwe,Tertiary,267,1015,Northern,MCP,MCP
2019,Southern,Chewa,Chichewa,Secondary,264,810,Southern,DPP,MCP
2019,Southern,Ngonde,Chilomwe,Primary,469,902,Northern,DPP,MCP
2019,Central,Nyanja,English,Tertiary,308,722,Central,Independent,MCP
2019,Central,Lomwe,Chichewa,Secondary,240,740,Central,MCP,MCP
2019,Northern,Lomwe,Chitumbuka,Primary,29,570,Central,Other,MCP
2019,Central,Lambya/Nyiha,Chichewa,Tertiary,268,556,Central,MCP,MCP
2019,Central,Ngoni,Chichewa,Primary,251,801,Central,MCP,MCP
2019,Southern,Yao,English,Secondary,204,456,Northern,DPP,MCP
2019,Central,Nyanja,Chichewa,Secondary,304,684,Northern,MCP,MCP
2019,Northern,Lomwe,Chitumbuka,Secondary,46,576,Southern,PETRA,MCP
2019,Northern,Ngonde,Chitumbuka,Primary,20,432,Southern,MCP,MCP
2019,Central,Yao,Chiyao,Primary,121,659,Central,MCP,MCP
2019,Central,Tonga,Chichewa,Secondary,331,693,Northern,MCP,MCP
2019,Northern,Ngonde,Chichewa,Tertiary,215,311,Southern,MCP,MCP
2019,Northern,Ngonde,Chitumbuka,Secondary,105,218,Central,PETRA,MCP
2019,Central,Tumbuka,Chiyao,No formal,211,439,Southern,Mbakwaku,MCP
2019,Southern,Nyanja,Chilomwe,Primary,448,915,Central,DPP,MCP
2019,Northern,Ngonde,Chitumbuka,Primary,160,524,Central,MCP,MCP
2019,Northern,Ngoni,Chitumbuka,Primary,176,201,Southern,DPP,MCP
2019,Central,Tumbuka,English,Secondary,98,489,Southern,MCP,MCP
2019,Central,Yao,Chichewa,Secondary,153,788,Central,Independent,MCP
2019,Central,Yao,Chichewa,No formal,371,296,Central,MCP,MCP
2019,Central,Sena,Chichewa,Primary,347,505,Northern,MCP,MCP
2019,Southern,Ngoni,Chichewa,Primary,329,919,Southern,MCP,MCP
2019,Northern,Lambya/Nyiha,Chitumbuka,Secondary,157,581,Central,Mbakwaku,MCP
2019,Northern,Lomwe,Chitumbuka,Tertiary,53,379,Northern,UTM,MCP
2019,Southern,Ngonde,Chichewa,Primary,458,583,Central,MCP,MCP
2019,Central,Nyanja,Chichewa,Primary,295,984,Central,MCP,MCP
2019,Northern,Ngonde,Chichewa,Primary,97,359,Central,UTM,MCP
2019,Central,Lomwe,Chichewa,Secondary,237,824,Northern,PETRA,MCP
2019,Central,Lambya/Nyiha,English,Secondary,263,761,Southern,MCP,MCP
2019,Central,Lambya/Nyiha,Chichewa,Secondary,145,880,Southern,Independent,MCP
2019,Southern,Tonga,English,Primary,297,468,Central,MCP,MCP
2019,Central,Tumbuka,Chichewa,Tertiary,222,636,Northern,MCP,MCP
2019,Southern,Ngonde,Chichewa,Primary,269,816,Northern,Mbakwaku,MCP
2019,Central,Lomwe,Chichewa,Primary,235,417,Central,Independent,MCP
2019,Southern,Ngonde,English,Tertiary,419,803,Northern,MCP,MCP
2019,Northern,Ngoni,Chitumbuka,Primary,111,418,Central,Other,MCP
2019,Central,Yao,Chichewa,No formal,250,548,Central,MCP,MCP
2019,Northern,Lomwe,Chitumbuka,Secondary,154,503,Southern,MCP,MCP
2019,Northern,Lambya/Nyiha,Chichewa,Primary,124,395,Northern,Independent,MCP
2019,Central,Tumbuka,Chichewa,Tertiary,286,617,Southern,Independent,MCP
2019,Central,Nyanja,Chichewa,Primary,327,1002,Central,MCP,MCP
2019,Central,Tonga,Chichewa,Primary,144,804,Southern,Independent,MCP
2019,Northern,Yao,Chitumbuka,Primary,181,567,Northern,Other,MCP
2019,Central,Nyanja,Chichewa,Primary,210,686,Central,Independent,MCP
2019,Central,Sena,English,Secondary,299,353,Northern,MCP,MCP
2019,Central,Nyanja,Chichewa,Tertiary,180,609,Central,MCP,MCP
2019,Northern,Chewa,Chitumbuka,Primary,290,575,Northern,MCP,MCP
2019,Central,Lambya/Nyiha,Chiyao,Primary,171,697,Central,MCP,MCP
2019,Central,Ngonde,Chichewa,Primary,212,638,Northern,MCP,MCP
2019,Northern,Ngoni,Chichewa,Primary,217,801,Southern,Mbakwaku,MCP
2019,Southern,Chewa,Chilomwe,No formal,325,563,Central,Independent,MCP
2019,Northern,Ngonde,Chitumbuka,Primary,119,387,Southern,Mbakwaku,MCP
2019,Northern,Nyanja,Chitumbuka,Primary,183,328,Northern,UTM,MCP
2019,Central,Tonga,Chichewa,Primary,204,661,Central,DPP,MCP
2019,Central,Tumbuka,Chichewa,Primary,290,625,Central,DPP,MCP
2019,Southern,Lomwe,English,Primary,608,877,Central,MCP,MCP
2019,Southern,Tonga,Chilomwe,Primary,299,349,Central,Other,MCP
2019,Central,Sena,English,Primary,303,834,Northern,Other,MCP
2019,Central,Ngoni,English,Primary,156,629,Southern,MCP,MCP
2019,Southern,Lomwe,Chichewa,No formal,279,809,Southern,DPP,MCP
2019,Southern,Chewa,Chilomwe,No formal,234,1011,Southern,Other,MCP
2019,Central,Chewa,English,Primary,306,517,Northern,MCP,MCP
2019,Central,Sena,English,Primary,342,682,Southern,DPP,MCP
2019,Southern,Ngonde,Chichewa,Primary,403,871,Central,DPP,MCP
2019,Northern,Ngonde,English,Primary,174,388,Northern,MCP,MCP
2019,Central,Lomwe,Chichewa,Secondary,192,703,Southern,UTM,MCP
2019,Southern,Yao,Chilomwe,No formal,305,704,Southern,MCP,MCP
2019,Southern,Chewa,Chilomwe,Secondary,290,641,Southern,MCP,MCP
2019,Southern,Lomwe,Chilomwe,Secondary,331,962,Northern,UTM,MCP
2019,Central,Tonga,Chichewa,Primary,338,742,Southern,PETRA,MCP
2019,Central,Lambya/Nyiha,Chichewa,Primary,128,428,Central,MCP,MCP
2019,Central,Ngonde,English,Tertiary,153,811,Southern,UTM,MCP
2019,Southern,Nyanja,Chilomwe,Primary,353,715,Northern,PETRA,MCP
2019,Northern,Sena,Chitumbuka,Tertiary,196,632,Southern,PETRA,MCP
2019,Southern,Lambya/Nyiha,English,Secondary,223,773,Central,DPP,MCP
2019,Southern,Yao,Chilomwe,Tertiary,321,376,Central,DPP,MCP
2019,Northern,Yao,Chitumbuka,Tertiary,172,438,Central,Mbakwaku,MCP
2019,Central,Lomwe,Chichewa,Tertiary,129,858,Southern,MCP,MCP
2019,Northern,Tumbuka,Chitumbuka,Primary,161,297,Central,PETRA,MCP
2019,Southern,Ngoni,Chilomwe,Primary,408,970,Northern,MCP,MCP
2019,Northern,Ngoni,Chichewa,Primary,241,710,Southern,DPP,MCP
2019,Central,Lomwe,English,Primary,303,793,Central,MCP,MCP
2019,Central,Chewa,Chiyao,Secondary,288,762,Northern,Other,MCP
2019,Southern,Tumbuka,Chilomwe,Primary,262,640,Northern,MCP,MCP
2019,Southern,Tumbuka,Chilomwe,Primary,248,936,Northern,DPP,MCP
2019,Northern,Nyanja,Chitumbuka,Secondary,163,412,Central,Mbakwaku,MCP
2019,Southern,Tumbuka,Chilomwe,No formal,212,957,Southern,Independent,MCP
2019,Central,Lambya/Nyiha,Chichewa,Tertiary,203,676,Southern,MCP,MCP
2019,Central,Tonga,Chichewa,Primary,281,736,Northern,UTM,MCP
2019,Southern,Chewa,Chilomwe,Tertiary,395,681,Southern,DPP,MCP
2019,Central,Tonga,Chichewa,Primary,309,836,Central,MCP,MCP
2019,Central,Nyanja,English,Tertiary,307,729,Northern,Independent,MCP
2019,Southern,Yao,Chichewa,Primary,338,849,Central,MCP,MCP
2019,Northern,Tonga,Chitumbuka,Primary,144,318,Central,Independent,MCP
2019,Southern,Nyanja,English,No formal,399,889,Central,Other,MCP
2019,Southern,Lomwe,English,Secondary,232,1240,Southern,Mbakwaku,MCP
2019,Central,Yao,Chichewa,Secondary,317,692,Central,MCP,MCP
2019,Southern,Sena,Chilomwe,Primary,286,509,Central,PETRA,MCP
2019,Southern,Lomwe,Chichewa,Primary,174,500,Central,DPP,MCP
2019,Northern,Tumbuka,Chitumbuka,Primary,166,339,Central,MCP,MCP
2019,Central,Sena,Chichewa,Primary,206,569,Central,MCP,MCP
2019,Central,Chewa,Chichewa,Primary,248,719,Central,Other,MCP
2019,Southern,Chewa,Chilomwe,Secondary,201,950,Southern,DPP,MCP
2019,Southern,Tonga,Chilomwe,Secondary,360,393,Central,MCP,MCP
2019,Central,Lambya/Nyiha,Chichewa,Secondary,266,629,Northern,Independent,MCP
2019,Northern,Lomwe,Chitumbuka,Primary,73,477,Northern,UTM,MCP
2019,Southern,Ngoni,Chilomwe,Tertiary,240,823,Central,DPP,MCP
2019,Southern,Lambya/Nyiha,English,Secondary,287,1024,Central,MCP,MCP
2019,Southern,Nyanja,Chilomwe,Primary,323,764,Southern,DPP,MCP
2019,Central,Chewa,Chichewa,Primary,260,952,Northern,UTM,MCP
2019,Central,Nyanja,Chichewa,Primary,288,587,Central,DPP,MCP
2019,Northern,Chewa,English,Primary,134,467,Northern,MCP,MCP
2019,Central,Tonga,Chichewa,Primary,164,700,Central,Independent,MCP
2019,Central,Ngoni,Chiyao,Primary,351,801,Southern,MCP,MCP
2019,Central,Yao,Chiyao,Primary,246,660,Northern,Other,MCP
2019,Southern,Tumbuka,English,Secondary,189,760,Southern,DPP,MCP
2019,Central,Tumbuka,Chichewa,Primary,122,804,Southern,MCP,MCP
2019,Southern,Tumbuka,Chilomwe,No formal,418,860,Central,MCP,MCP
2019,Central,Yao,Chichewa,Primary,156,544,Central,Other,MCP
2019,Central,Lomwe,Chichewa,Primary,194,519,Central,MCP,MCP
2019,Northern,Ngoni,Chitumbuka,Primary,41,585,Central,Independent,MCP
2019,Southern,Sena,Chilomwe,Primary,174,738,Central,MCP,MCP
2019,Southern,Lomwe,Chilomwe,Primary,258,1042,Central,DPP,MCP
2019,Central,Chewa,Chichewa,Primary,242,100,Central,DPP,MCP
2019,Southern,Ngoni,Chichewa,Secondary,348,700,Southern,DPP,MCP
2019,Central,Nyanja,Chichewa,No formal,192,873,Central,PETRA,MCP
2019,Central,Tumbuka,English,Primary,182,499,Southern,MCP,MCP
2019,Central,Yao,Chichewa,Secondary,254,765,Central,DPP,MCP
2019,Central,Lomwe,Chiyao,Tertiary,129,614,Central,DPP,MCP
2019,Southern,Chewa,Chilomwe,No formal,373,872,Central,Other,MCP
2019,Central,Tonga,Chichewa,Primary,385,625,Northern,MCP,MCP
2019,Central,Yao,Chichewa,Primary,162,806,Central,PETRA,MCP
2019,Southern,Sena,Chichewa,Primary,360,558,Southern,MCP,MCP
2019,Central,Yao,Chichewa,Primary,89,749,Southern,Independent,MCP
2019,Southern,Ngoni,Chilomwe,Primary,224,527,Southern,DPP,MCP
2019,Northern,Yao,Chitumbuka,Primary,214,561,Southern,Other,MCP
2019,Southern,Sena,Chilomwe,Primary,271,952,Northern,DPP,MCP
2019,Central,Lomwe,Chichewa,No formal,200,349,Northern,MCP,MCP
2019,Southern,Ngoni,Chichewa,Primary,328,861,Northern,Mbakwaku,MCP
2019,Central,Yao,Chichewa,Secondary,192,702,Southern,MCP,MCP
2019,Central,Lambya/Nyiha,Chichewa,No formal,104,748,Central,DPP,MCP
2019,Southern,Chewa,Chichewa,Secondary,258,367,Southern,MCP,MCP
2019,Northern,Ngoni,Chitumbuka,Tertiary,164,626,Southern,UTM,MCP
2019,Central,Sena,Chichewa,Secondary,178,673,Central,MCP,MCP
2019,Southern,Tonga,Chilomwe,No formal,260,1032,Central,DPP,MCP
2019,Southern,Chewa,Chichewa,Primary,227,856,Central,UTM,MCP
2019,Northern,Lambya/Nyiha,Chichewa,Primary,155,246,Southern,MCP,MCP
2019,Central,Sena,Chichewa,Tertiary,249,763,Southern,Other,MCP
2019,Southern,Ngonde,Chichewa,Primary,254,1249,Central,DPP,MCP
2019,Central,Chewa,English,Tertiary,271,712,Central,MCP,MCP
2019,Central,Sena,Chichewa,Secondary,135,504,Central,MCP,MCP
2019,Southern,Chewa,Chilomwe,Secondary,366,398,Central,Independent,MCP
2019,Central,Sena,Chiyao,Tertiary,237,737,Central,DPP,MCP
2019,Central,Chewa,Chichewa,Primary,236,738,Southern,MCP,MCP
2019,Southern,Chewa,Chichewa,Primary,383,704,Northern,DPP,MCP
2019,Northern,Nyanja,Chitumbuka,Primary,195,653,Southern,Independent,MCP
2019,Central,Ngoni,Chichewa,No formal,143,659,Southern,PETRA,MCP
2019,Northern,Nyanja,English,Primary,157,208,Southern,DPP,MCP
2019,Northern,Tumbuka,Chitumbuka,Secondary,119,336,Northern,MCP,MCP
2019,Central,Ngonde,Chichewa,Secondary,239,411,Northern,Mbakwaku,MCP
2019,Central,Lambya/Nyiha,English,Primary,225,804,Northern,Other,MCP
2019,Central,Lomwe,Chichewa,Secondary,129,622,Northern,UTM,MCP
2019,Central,Sena,Chichewa,Secondary,89,657,Central,MCP,MCP
2019,Southern,Lambya/Nyiha,English,Secondary,172,603,Central,DPP,MCP
2019,Central,Lomwe,Chichewa,Primary,347,575,Northern,MCP,MCP
